angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.28,,,,"[84, 231, 105, 131]",,,,0.0,,,,0.19,,,,0.01,,,,0.44,,,,0.07,,,,0.01,,,
0.27,,,,"[80, 231, 105, 133]",,,,0.0,,,,0.28,,,,0.02,,,,0.31,,,,0.11,,,,0.01,,,
0.25,,,,"[76, 229, 105, 135]",,,,0.0,,,,0.44,,,,0.01,,,,0.19,,,,0.1,,,,0.01,,,
0.24,,,,"[77, 231, 106, 132]",,,,0.0,,,,0.51,,,,0.0,,,,0.14,,,,0.08,,,,0.03,,,
0.41,0.49,,,"[75, 231, 103, 136]","[38, 248, 29, 38]",,,0.0,0.0,,,0.39,0.23,,,0.0,0.01,,,0.06,0.14,,,0.11,0.06,,,0.02,0.07,,
0.29,,,,"[73, 233, 103, 137]",,,,0.0,,,,0.51,,,,0.0,,,,0.04,,,,0.06,,,,0.09,,,
0.16,,,,"[72, 233, 103, 135]",,,,0.0,,,,0.33,,,,0.03,,,,0.4,,,,0.05,,,,0.02,,,
0.16,,,,"[71, 233, 103, 132]",,,,0.0,,,,0.38,,,,0.03,,,,0.31,,,,0.09,,,,0.03,,,
0.2,,,,"[70, 232, 103, 136]",,,,0.0,,,,0.26,,,,0.02,,,,0.41,,,,0.1,,,,0.01,,,
0.22,,,,"[70, 232, 103, 136]",,,,0.0,,,,0.27,,,,0.01,,,,0.39,,,,0.1,,,,0.01,,,
0.16,,,,"[68, 231, 104, 139]",,,,0.0,,,,0.4,,,,0.02,,,,0.3,,,,0.09,,,,0.03,,,
0.14,,,,"[68, 234, 103, 132]",,,,0.0,,,,0.34,,,,0.05,,,,0.3,,,,0.13,,,,0.04,,,
0.13,,,,"[67, 235, 103, 133]",,,,0.0,,,,0.21,,,,0.08,,,,0.46,,,,0.09,,,,0.03,,,
0.12,,,,"[66, 235, 104, 135]",,,,0.0,,,,0.16,,,,0.1,,,,0.54,,,,0.05,,,,0.04,,,
0.1,,,,"[64, 234, 105, 138]",,,,0.0,,,,0.17,,,,0.11,,,,0.53,,,,0.08,,,,0.01,,,
0.1,,,,"[64, 236, 105, 135]",,,,0.0,,,,0.18,,,,0.16,,,,0.45,,,,0.08,,,,0.02,,,
0.12,,,,"[62, 232, 106, 141]",,,,0.0,,,,0.16,,,,0.09,,,,0.56,,,,0.06,,,,0.01,,,
0.08,,,,"[61, 232, 107, 142]",,,,0.0,,,,0.15,,,,0.15,,,,0.55,,,,0.05,,,,0.01,,,
0.13,,,,"[60, 234, 107, 141]",,,,0.0,,,,0.24,,,,0.07,,,,0.38,,,,0.16,,,,0.02,,,
0.11,,,,"[61, 235, 106, 139]",,,,0.0,,,,0.26,,,,0.08,,,,0.36,,,,0.16,,,,0.03,,,
0.1,,,,"[61, 234, 105, 140]",,,,0.0,,,,0.2,,,,0.09,,,,0.5,,,,0.07,,,,0.03,,,
0.13,,,,"[62, 235, 105, 139]",,,,0.0,,,,0.21,,,,0.13,,,,0.36,,,,0.13,,,,0.03,,,
0.05,,,,"[62, 239, 103, 136]",,,,0.0,,,,0.12,,,,0.15,,,,0.5,,,,0.09,,,,0.08,,,
0.1,,,,"[60, 234, 105, 142]",,,,0.0,,,,0.19,,,,0.09,,,,0.45,,,,0.1,,,,0.07,,,
0.07,,,,"[61, 235, 104, 141]",,,,0.0,,,,0.22,,,,0.08,,,,0.36,,,,0.09,,,,0.19,,,
0.1,,,,"[60, 235, 105, 141]",,,,0.0,,,,0.19,,,,0.08,,,,0.43,,,,0.1,,,,0.1,,,
0.12,,,,"[60, 235, 105, 141]",,,,0.0,,,,0.17,,,,0.08,,,,0.46,,,,0.08,,,,0.09,,,
0.09,,,,"[60, 236, 105, 140]",,,,0.0,,,,0.2,,,,0.09,,,,0.39,,,,0.1,,,,0.12,,,
0.12,,,,"[57, 229, 113, 151]",,,,0.0,,,,0.13,,,,0.18,,,,0.42,,,,0.05,,,,0.1,,,
0.1,,,,"[59, 236, 105, 139]",,,,0.0,,,,0.24,,,,0.08,,,,0.37,,,,0.11,,,,0.11,,,
0.15,,,,"[58, 235, 106, 141]",,,,0.0,,,,0.18,,,,0.09,,,,0.4,,,,0.1,,,,0.08,,,
0.1,,,,"[58, 236, 106, 141]",,,,0.0,,,,0.18,,,,0.1,,,,0.44,,,,0.08,,,,0.1,,,
0.13,,,,"[57, 236, 108, 141]",,,,0.0,,,,0.19,,,,0.09,,,,0.42,,,,0.08,,,,0.1,,,
0.13,,,,"[58, 236, 106, 141]",,,,0.0,,,,0.19,,,,0.08,,,,0.42,,,,0.08,,,,0.1,,,
0.14,,,,"[58, 236, 106, 141]",,,,0.0,,,,0.19,,,,0.08,,,,0.39,,,,0.09,,,,0.12,,,
0.16,,,,"[57, 236, 108, 141]",,,,0.0,,,,0.22,,,,0.05,,,,0.36,,,,0.08,,,,0.12,,,
0.14,,,,"[59, 239, 105, 138]",,,,0.0,,,,0.11,,,,0.05,,,,0.52,,,,0.08,,,,0.11,,,
0.19,,,,"[59, 239, 105, 138]",,,,0.0,,,,0.12,,,,0.03,,,,0.53,,,,0.06,,,,0.07,,,
0.16,,,,"[59, 240, 105, 137]",,,,0.0,,,,0.13,,,,0.02,,,,0.49,,,,0.07,,,,0.13,,,
0.17,,,,"[59, 241, 105, 135]",,,,0.0,,,,0.14,,,,0.04,,,,0.38,,,,0.09,,,,0.18,,,
0.15,,,,"[59, 241, 106, 135]",,,,0.0,,,,0.1,,,,0.02,,,,0.53,,,,0.07,,,,0.13,,,
0.22,,,,"[59, 241, 105, 135]",,,,0.0,,,,0.14,,,,0.03,,,,0.37,,,,0.09,,,,0.15,,,
0.2,,,,"[58, 241, 106, 135]",,,,0.0,,,,0.11,,,,0.04,,,,0.42,,,,0.09,,,,0.14,,,
0.16,,,,"[59, 241, 105, 134]",,,,0.0,,,,0.12,,,,0.05,,,,0.43,,,,0.06,,,,0.2,,,
0.14,,,,"[59, 241, 105, 134]",,,,0.0,,,,0.14,,,,0.03,,,,0.42,,,,0.05,,,,0.22,,,
0.12,,,,"[58, 241, 106, 135]",,,,0.0,,,,0.1,,,,0.02,,,,0.5,,,,0.06,,,,0.2,,,
0.19,,,,"[57, 237, 108, 140]",,,,0.0,,,,0.13,,,,0.01,,,,0.52,,,,0.06,,,,0.09,,,
0.16,,,,"[57, 237, 108, 140]",,,,0.0,,,,0.15,,,,0.01,,,,0.52,,,,0.05,,,,0.11,,,
0.13,,,,"[57, 237, 108, 140]",,,,0.0,,,,0.15,,,,0.01,,,,0.47,,,,0.05,,,,0.2,,,
0.07,,,,"[57, 237, 108, 141]",,,,0.0,,,,0.16,,,,0.0,,,,0.3,,,,0.04,,,,0.42,,,
0.06,,,,"[57, 236, 109, 142]",,,,0.0,,,,0.15,,,,0.0,,,,0.37,,,,0.05,,,,0.36,,,
0.02,,,,"[59, 240, 106, 136]",,,,0.0,,,,0.14,,,,0.0,,,,0.24,,,,0.03,,,,0.57,,,
0.03,,,,"[58, 237, 107, 140]",,,,0.0,,,,0.19,,,,0.0,,,,0.26,,,,0.05,,,,0.47,,,
0.01,,,,"[59, 235, 107, 135]",,,,0.0,,,,0.2,,,,0.0,,,,0.02,,,,0.01,,,,0.76,,,
0.02,,,,"[58, 232, 106, 135]",,,,0.0,,,,0.37,,,,0.0,,,,0.11,,,,0.02,,,,0.47,,,
0.18,,,,"[56, 232, 106, 132]",,,,0.0,,,,0.1,,,,0.0,,,,0.58,,,,0.06,,,,0.08,,,
0.07,,,,"[57, 231, 106, 131]",,,,0.0,,,,0.1,,,,0.01,,,,0.61,,,,0.06,,,,0.15,,,
0.09,,,,"[57, 231, 106, 131]",,,,0.0,,,,0.1,,,,0.01,,,,0.6,,,,0.06,,,,0.15,,,
0.07,,,,"[58, 233, 106, 136]",,,,0.0,,,,0.18,,,,0.01,,,,0.58,,,,0.07,,,,0.09,,,
0.04,,,,"[57, 234, 108, 140]",,,,0.0,,,,0.19,,,,0.02,,,,0.45,,,,0.1,,,,0.2,,,
0.06,,,,"[56, 237, 109, 141]",,,,0.0,,,,0.15,,,,0.0,,,,0.48,,,,0.08,,,,0.23,,,
0.05,,,,"[57, 245, 106, 136]",,,,0.0,,,,0.11,,,,0.0,,,,0.59,,,,0.08,,,,0.17,,,
0.11,,,,"[57, 247, 107, 136]",,,,0.0,,,,0.08,,,,0.0,,,,0.68,,,,0.07,,,,0.06,,,
0.12,,,,"[57, 247, 107, 136]",,,,0.0,,,,0.08,,,,0.0,,,,0.67,,,,0.07,,,,0.05,,,
0.26,,,,"[58, 249, 107, 134]",,,,0.0,,,,0.05,,,,0.0,,,,0.52,,,,0.13,,,,0.04,,,
0.24,,,,"[58, 249, 107, 136]",,,,0.0,,,,0.07,,,,0.0,,,,0.47,,,,0.15,,,,0.08,,,
0.08,,,,"[61, 254, 104, 133]",,,,0.0,,,,0.06,,,,0.01,,,,0.39,,,,0.09,,,,0.38,,,
0.08,,,,"[61, 255, 106, 134]",,,,0.0,,,,0.09,,,,0.0,,,,0.31,,,,0.19,,,,0.32,,,
0.18,,,,"[63, 255, 104, 131]",,,,0.0,,,,0.04,,,,0.0,,,,0.47,,,,0.24,,,,0.07,,,
0.15,,,,"[63, 255, 104, 130]",,,,0.0,,,,0.06,,,,0.0,,,,0.44,,,,0.27,,,,0.08,,,
0.27,,,,"[63, 254, 105, 132]",,,,0.0,,,,0.04,,,,0.0,,,,0.45,,,,0.2,,,,0.04,,,
0.21,,,,"[62, 253, 106, 135]",,,,0.0,,,,0.03,,,,0.01,,,,0.64,,,,0.09,,,,0.03,,,
0.03,,,,"[61, 250, 107, 141]",,,,0.0,,,,0.05,,,,0.01,,,,0.26,,,,0.02,,,,0.63,,,
0.03,,,,"[63, 251, 105, 140]",,,,0.0,,,,0.11,,,,0.0,,,,0.1,,,,0.02,,,,0.73,,,
0.14,,,,"[65, 253, 104, 134]",,,,0.0,,,,0.04,,,,0.03,,,,0.67,,,,0.04,,,,0.08,,,
0.08,,,,"[65, 252, 104, 136]",,,,0.0,,,,0.04,,,,0.03,,,,0.71,,,,0.03,,,,0.11,,,
0.23,,,,"[64, 250, 106, 135]",,,,0.0,,,,0.04,,,,0.01,,,,0.58,,,,0.09,,,,0.06,,,
0.14,,,,"[64, 250, 105, 132]",,,,0.0,,,,0.03,,,,0.01,,,,0.69,,,,0.11,,,,0.02,,,
0.05,,,,"[63, 248, 105, 137]",,,,0.0,,,,0.1,,,,0.01,,,,0.36,,,,0.06,,,,0.42,,,
0.05,,,,"[61, 239, 108, 146]",,,,0.0,,,,0.14,,,,0.0,,,,0.12,,,,0.03,,,,0.66,,,
0.03,,,,"[60, 239, 110, 144]",,,,0.0,,,,0.14,,,,0.0,,,,0.19,,,,0.04,,,,0.6,,,
0.03,,,,"[60, 239, 110, 144]",,,,0.0,,,,0.14,,,,0.0,,,,0.19,,,,0.04,,,,0.59,,,
0.01,,,,"[60, 241, 108, 142]",,,,0.0,,,,0.05,,,,0.0,,,,0.16,,,,0.03,,,,0.75,,,
0.01,,,,"[59, 242, 108, 141]",,,,0.0,,,,0.04,,,,0.0,,,,0.15,,,,0.03,,,,0.77,,,
0.01,,,,"[61, 245, 107, 141]",,,,0.0,,,,0.05,,,,0.0,,,,0.12,,,,0.02,,,,0.8,,,
0.01,,,,"[62, 247, 104, 139]",,,,0.0,,,,0.04,,,,0.0,,,,0.13,,,,0.02,,,,0.8,,,
0.02,,,,"[61, 249, 106, 138]",,,,0.0,,,,0.05,,,,0.0,,,,0.1,,,,0.01,,,,0.82,,,
0.02,,,,"[61, 249, 106, 138]",,,,0.0,,,,0.05,,,,0.0,,,,0.09,,,,0.01,,,,0.83,,,
0.05,,,,"[63, 251, 105, 138]",,,,0.0,,,,0.1,,,,0.0,,,,0.29,,,,0.04,,,,0.52,,,
0.05,,,,"[61, 249, 108, 141]",,,,0.0,,,,0.05,,,,0.01,,,,0.61,,,,0.03,,,,0.24,,,
0.1,,,,"[62, 249, 108, 143]",,,,0.0,,,,0.14,,,,0.02,,,,0.36,,,,0.05,,,,0.33,,,
0.11,,,,"[61, 248, 106, 146]",,,,0.0,,,,0.21,,,,0.01,,,,0.17,,,,0.05,,,,0.46,,,
0.08,,,,"[60, 246, 109, 147]",,,,0.0,,,,0.11,,,,0.01,,,,0.14,,,,0.03,,,,0.64,,,
0.05,,,,"[60, 247, 109, 146]",,,,0.0,,,,0.08,,,,0.0,,,,0.11,,,,0.03,,,,0.72,,,
0.06,,,,"[60, 245, 109, 148]",,,,0.0,,,,0.09,,,,0.01,,,,0.15,,,,0.03,,,,0.66,,,
0.04,,,,"[63, 247, 107, 145]",,,,0.0,,,,0.12,,,,0.01,,,,0.18,,,,0.03,,,,0.61,,,
0.1,,,,"[65, 253, 103, 129]",,,,0.0,,,,0.02,,,,0.02,,,,0.79,,,,0.06,,,,0.01,,,
0.11,,,,"[64, 251, 104, 130]",,,,0.0,,,,0.02,,,,0.01,,,,0.78,,,,0.05,,,,0.03,,,
0.06,,,,"[64, 250, 105, 132]",,,,0.0,,,,0.03,,,,0.01,,,,0.83,,,,0.03,,,,0.04,,,
0.07,,,,"[64, 250, 105, 132]",,,,0.0,,,,0.02,,,,0.01,,,,0.82,,,,0.03,,,,0.04,,,
0.06,,,,"[63, 250, 105, 135]",,,,0.0,,,,0.03,,,,0.02,,,,0.81,,,,0.03,,,,0.05,,,
0.03,,,,"[63, 251, 106, 136]",,,,0.0,,,,0.03,,,,0.01,,,,0.85,,,,0.04,,,,0.04,,,
0.03,,,,"[63, 251, 106, 137]",,,,0.0,,,,0.02,,,,0.02,,,,0.86,,,,0.03,,,,0.04,,,
0.04,,,,"[62, 245, 105, 138]",,,,0.0,,,,0.08,,,,0.01,,,,0.81,,,,0.05,,,,0.01,,,
0.07,,,,"[63, 251, 104, 134]",,,,0.0,,,,0.05,,,,0.04,,,,0.77,,,,0.05,,,,0.02,,,
0.04,,,,"[62, 250, 105, 134]",,,,0.0,,,,0.03,,,,0.04,,,,0.84,,,,0.04,,,,0.01,,,
0.06,,,,"[62, 251, 104, 133]",,,,0.0,,,,0.05,,,,0.05,,,,0.77,,,,0.05,,,,0.03,,,
0.08,,,,"[62, 252, 105, 132]",,,,0.0,,,,0.06,,,,0.03,,,,0.69,,,,0.1,,,,0.03,,,
0.1,,,,"[63, 252, 103, 134]",,,,0.0,,,,0.11,,,,0.03,,,,0.5,,,,0.19,,,,0.07,,,
0.09,,,,"[62, 252, 104, 135]",,,,0.0,,,,0.13,,,,0.03,,,,0.46,,,,0.2,,,,0.11,,,
0.08,,,,"[62, 251, 103, 135]",,,,0.0,,,,0.15,,,,0.05,,,,0.39,,,,0.13,,,,0.19,,,
0.08,,,,"[62, 251, 104, 135]",,,,0.0,,,,0.18,,,,0.03,,,,0.29,,,,0.24,,,,0.17,,,
0.05,,,,"[62, 250, 103, 134]",,,,0.0,,,,0.2,,,,0.03,,,,0.33,,,,0.15,,,,0.24,,,
0.06,,,,"[61, 241, 108, 140]",,,,0.0,,,,0.26,,,,0.06,,,,0.24,,,,0.09,,,,0.29,,,
0.05,,,,"[59, 237, 109, 144]",,,,0.0,,,,0.24,,,,0.02,,,,0.25,,,,0.03,,,,0.41,,,
0.03,,,,"[60, 239, 107, 141]",,,,0.0,,,,0.23,,,,0.02,,,,0.14,,,,0.02,,,,0.57,,,
0.03,,,,"[62, 244, 109, 138]",,,,0.0,,,,0.07,,,,0.06,,,,0.48,,,,0.06,,,,0.3,,,
0.03,,,,"[62, 245, 108, 137]",,,,0.0,,,,0.06,,,,0.05,,,,0.66,,,,0.07,,,,0.14,,,
0.09,,,,"[62, 248, 110, 139]",,,,0.0,,,,0.16,,,,0.01,,,,0.4,,,,0.29,,,,0.05,,,
0.11,,,,"[64, 254, 108, 139]",,,,0.0,,,,0.08,,,,0.05,,,,0.56,,,,0.19,,,,0.01,,,
0.11,,,,"[64, 255, 108, 138]",,,,0.0,,,,0.05,,,,0.01,,,,0.58,,,,0.22,,,,0.02,,,
0.12,,,,"[64, 253, 107, 140]",,,,0.0,,,,0.25,,,,0.01,,,,0.23,,,,0.18,,,,0.21,,,
0.08,,,,"[62, 251, 107, 140]",,,,0.0,,,,0.13,,,,0.01,,,,0.43,,,,0.08,,,,0.27,,,
0.08,,,,"[62, 251, 107, 140]",,,,0.0,,,,0.13,,,,0.01,,,,0.42,,,,0.08,,,,0.27,,,
0.08,,,,"[64, 253, 105, 135]",,,,0.0,,,,0.08,,,,0.01,,,,0.57,,,,0.08,,,,0.18,,,
0.07,,,,"[65, 254, 102, 134]",,,,0.0,,,,0.08,,,,0.01,,,,0.56,,,,0.08,,,,0.21,,,
0.09,,,,"[63, 255, 103, 133]",,,,0.0,,,,0.08,,,,0.01,,,,0.5,,,,0.07,,,,0.25,,,
0.09,,,,"[62, 255, 104, 132]",,,,0.0,,,,0.08,,,,0.01,,,,0.51,,,,0.08,,,,0.23,,,
0.11,,,,"[64, 256, 102, 130]",,,,0.0,,,,0.07,,,,0.01,,,,0.56,,,,0.11,,,,0.14,,,
0.11,,,,"[64, 256, 102, 130]",,,,0.0,,,,0.07,,,,0.01,,,,0.55,,,,0.11,,,,0.14,,,
0.14,0.24,,,"[63, 255, 103, 131]","[9, 298, 13, 16]",,,0.0,0.01,,,0.07,0.12,,,0.01,0.21,,,0.6,0.34,,,0.11,0.08,,,0.07,0.01,,
0.08,,,,"[59, 250, 106, 137]",,,,0.0,,,,0.07,,,,0.0,,,,0.65,,,,0.05,,,,0.15,,,
0.07,,,,"[58, 250, 107, 137]",,,,0.0,,,,0.06,,,,0.0,,,,0.6,,,,0.04,,,,0.22,,,
0.1,,,,"[58, 250, 106, 137]",,,,0.0,,,,0.07,,,,0.0,,,,0.59,,,,0.06,,,,0.17,,,
0.08,,,,"[58, 251, 106, 137]",,,,0.0,,,,0.06,,,,0.0,,,,0.58,,,,0.05,,,,0.23,,,
0.08,,,,"[58, 251, 106, 137]",,,,0.0,,,,0.06,,,,0.0,,,,0.56,,,,0.05,,,,0.23,,,
0.11,,,,"[57, 253, 106, 138]",,,,0.0,,,,0.07,,,,0.0,,,,0.37,,,,0.05,,,,0.4,,,
0.11,,,,"[56, 255, 107, 139]",,,,0.0,,,,0.04,,,,0.0,,,,0.22,,,,0.08,,,,0.55,,,
0.34,,,,"[57, 257, 107, 136]",,,,0.0,,,,0.02,,,,0.0,,,,0.44,,,,0.13,,,,0.07,,,
0.22,,,,"[57, 252, 106, 145]",,,,0.0,,,,0.01,,,,0.0,,,,0.67,,,,0.06,,,,0.04,,,
0.2,,,,"[59, 258, 106, 138]",,,,0.0,,,,0.03,,,,0.01,,,,0.62,,,,0.09,,,,0.05,,,
0.19,,,,"[59, 258, 106, 138]",,,,0.0,,,,0.03,,,,0.01,,,,0.62,,,,0.1,,,,0.05,,,
0.07,,,,"[57, 255, 107, 140]",,,,0.0,,,,0.08,,,,0.0,,,,0.31,,,,0.09,,,,0.45,,,
0.22,,,,"[60, 254, 106, 138]",,,,0.0,,,,0.06,,,,0.0,,,,0.41,,,,0.21,,,,0.1,,,
0.3,,,,"[59, 255, 106, 135]",,,,0.0,,,,0.05,,,,0.0,,,,0.4,,,,0.18,,,,0.08,,,
0.23,,,,"[58, 256, 106, 137]",,,,0.0,,,,0.05,,,,0.0,,,,0.36,,,,0.15,,,,0.21,,,
0.17,,,,"[58, 256, 106, 137]",,,,0.0,,,,0.06,,,,0.0,,,,0.26,,,,0.08,,,,0.42,,,
0.15,,,,"[58, 256, 106, 137]",,,,0.0,,,,0.06,,,,0.0,,,,0.27,,,,0.08,,,,0.44,,,
0.14,,,,"[57, 251, 109, 144]",,,,0.0,,,,0.08,,,,0.0,,,,0.47,,,,0.09,,,,0.23,,,
0.1,,,,"[55, 248, 112, 147]",,,,0.0,,,,0.06,,,,0.0,,,,0.4,,,,0.05,,,,0.39,,,
0.14,,,,"[57, 254, 106, 138]",,,,0.0,,,,0.06,,,,0.0,,,,0.41,,,,0.08,,,,0.31,,,
0.15,,,,"[59, 255, 105, 134]",,,,0.0,,,,0.02,,,,0.0,,,,0.72,,,,0.07,,,,0.04,,,
0.08,,,,"[57, 253, 106, 140]",,,,0.0,,,,0.07,,,,0.0,,,,0.32,,,,0.04,,,,0.48,,,
0.09,,,,"[56, 254, 107, 138]",,,,0.0,,,,0.09,,,,0.0,,,,0.3,,,,0.06,,,,0.47,,,
0.13,,,,"[55, 253, 108, 139]",,,,0.0,,,,0.03,,,,0.0,,,,0.54,,,,0.07,,,,0.22,,,
0.17,0.03,,,"[56, 254, 107, 138]","[10, 297, 11, 13]",,,0.0,0.0,,,0.04,0.03,,,0.0,0.89,,,0.38,0.03,,,0.09,0.01,,,0.31,0.0,,
0.11,,,,"[56, 253, 108, 139]",,,,0.0,,,,0.03,,,,0.0,,,,0.55,,,,0.1,,,,0.21,,,
0.1,,,,"[55, 253, 109, 140]",,,,0.0,,,,0.03,,,,0.0,,,,0.27,,,,0.04,,,,0.55,,,
0.06,,,,"[54, 253, 109, 140]",,,,0.0,,,,0.04,,,,0.0,,,,0.3,,,,0.03,,,,0.57,,,
0.06,,,,"[54, 253, 109, 139]",,,,0.0,,,,0.04,,,,0.0,,,,0.26,,,,0.04,,,,0.6,,,
0.09,,,,"[55, 253, 108, 139]",,,,0.0,,,,0.06,,,,0.0,,,,0.33,,,,0.04,,,,0.48,,,
0.14,,,,"[56, 254, 108, 136]",,,,0.0,,,,0.05,,,,0.0,,,,0.52,,,,0.11,,,,0.18,,,
0.12,,,,"[56, 253, 107, 138]",,,,0.0,,,,0.03,,,,0.01,,,,0.71,,,,0.07,,,,0.07,,,
0.1,,,,"[53, 244, 112, 147]",,,,0.0,,,,0.08,,,,0.04,,,,0.66,,,,0.03,,,,0.09,,,
0.13,,,,"[55, 251, 107, 142]",,,,0.0,,,,0.11,,,,0.07,,,,0.47,,,,0.08,,,,0.13,,,
0.1,,,,"[55, 251, 106, 142]",,,,0.0,,,,0.09,,,,0.03,,,,0.61,,,,0.06,,,,0.11,,,
0.12,,,,"[55, 252, 107, 141]",,,,0.0,,,,0.1,,,,0.06,,,,0.48,,,,0.08,,,,0.16,,,
0.18,,,,"[56, 253, 106, 139]",,,,0.0,,,,0.11,,,,0.06,,,,0.27,,,,0.12,,,,0.26,,,
0.1,,,,"[55, 250, 107, 145]",,,,0.0,,,,0.09,,,,0.06,,,,0.37,,,,0.07,,,,0.31,,,
0.08,,,,"[55, 250, 107, 146]",,,,0.0,,,,0.08,,,,0.08,,,,0.23,,,,0.05,,,,0.47,,,
0.13,,,,"[56, 253, 107, 141]",,,,0.0,,,,0.1,,,,0.16,,,,0.22,,,,0.07,,,,0.31,,,
0.12,,,,"[56, 254, 107, 140]",,,,0.0,,,,0.1,,,,0.13,,,,0.17,,,,0.07,,,,0.4,,,
0.11,,,,"[56, 254, 106, 138]",,,,0.0,,,,0.08,,,,0.15,,,,0.23,,,,0.07,,,,0.36,,,
0.07,,,,"[56, 252, 106, 141]",,,,0.0,,,,0.09,,,,0.18,,,,0.39,,,,0.07,,,,0.2,,,
0.11,,,,"[55, 252, 107, 140]",,,,0.0,,,,0.1,,,,0.18,,,,0.43,,,,0.09,,,,0.1,,,
0.07,,,,"[55, 252, 107, 141]",,,,0.0,,,,0.07,,,,0.14,,,,0.4,,,,0.1,,,,0.22,,,
0.11,,,,"[56, 253, 105, 138]",,,,0.0,,,,0.08,,,,0.12,,,,0.46,,,,0.08,,,,0.15,,,
0.08,,,,"[55, 252, 106, 140]",,,,0.0,,,,0.09,,,,0.11,,,,0.51,,,,0.09,,,,0.12,,,
0.16,,,,"[57, 254, 104, 136]",,,,0.0,,,,0.08,,,,0.15,,,,0.42,,,,0.1,,,,0.1,,,
0.07,,,,"[56, 253, 105, 136]",,,,0.0,,,,0.04,,,,0.11,,,,0.69,,,,0.07,,,,0.02,,,
0.21,,,,"[56, 254, 105, 135]",,,,0.0,,,,0.07,,,,0.08,,,,0.49,,,,0.1,,,,0.06,,,
0.09,,,,"[56, 252, 105, 136]",,,,0.0,,,,0.03,,,,0.07,,,,0.71,,,,0.1,,,,0.01,,,
0.33,,,,"[57, 253, 106, 135]",,,,0.0,,,,0.1,,,,0.04,,,,0.36,,,,0.12,,,,0.04,,,
0.21,,,,"[57, 252, 105, 136]",,,,0.0,,,,0.06,,,,0.06,,,,0.51,,,,0.13,,,,0.02,,,
0.1,,,,"[56, 251, 105, 135]",,,,0.0,,,,0.04,,,,0.07,,,,0.7,,,,0.06,,,,0.03,,,
0.12,,,,"[57, 250, 104, 135]",,,,0.0,,,,0.05,,,,0.07,,,,0.66,,,,0.08,,,,0.02,,,
0.12,,,,"[57, 251, 104, 134]",,,,0.0,,,,0.05,,,,0.09,,,,0.63,,,,0.07,,,,0.04,,,
0.12,,,,"[57, 251, 104, 134]",,,,0.0,,,,0.05,,,,0.1,,,,0.63,,,,0.07,,,,0.04,,,
0.12,,,,"[57, 251, 104, 134]",,,,0.0,,,,0.06,,,,0.09,,,,0.61,,,,0.07,,,,0.04,,,
0.13,,,,"[57, 251, 104, 134]",,,,0.0,,,,0.06,,,,0.09,,,,0.6,,,,0.07,,,,0.04,,,
0.11,,,,"[57, 251, 104, 134]",,,,0.0,,,,0.06,,,,0.08,,,,0.65,,,,0.07,,,,0.04,,,
0.09,,,,"[57, 251, 103, 134]",,,,0.0,,,,0.06,,,,0.06,,,,0.69,,,,0.07,,,,0.03,,,
0.08,,,,"[57, 251, 103, 134]",,,,0.0,,,,0.06,,,,0.08,,,,0.68,,,,0.06,,,,0.04,,,
0.11,,,,"[57, 250, 104, 136]",,,,0.0,,,,0.05,,,,0.06,,,,0.7,,,,0.06,,,,0.03,,,
0.06,,,,"[56, 250, 104, 136]",,,,0.0,,,,0.04,,,,0.08,,,,0.72,,,,0.04,,,,0.05,,,
0.06,,,,"[56, 250, 104, 136]",,,,0.0,,,,0.04,,,,0.09,,,,0.73,,,,0.04,,,,0.04,,,
0.07,,,,"[56, 251, 104, 134]",,,,0.0,,,,0.05,,,,0.13,,,,0.67,,,,0.04,,,,0.04,,,
0.07,,,,"[56, 251, 104, 134]",,,,0.0,,,,0.04,,,,0.13,,,,0.68,,,,0.04,,,,0.04,,,
0.05,,,,"[56, 250, 104, 136]",,,,0.0,,,,0.04,,,,0.12,,,,0.73,,,,0.04,,,,0.03,,,
0.06,,,,"[56, 251, 104, 135]",,,,0.0,,,,0.04,,,,0.1,,,,0.7,,,,0.05,,,,0.05,,,
0.05,,,,"[56, 250, 104, 136]",,,,0.0,,,,0.04,,,,0.08,,,,0.76,,,,0.04,,,,0.02,,,
0.05,,,,"[56, 250, 104, 136]",,,,0.0,,,,0.04,,,,0.09,,,,0.75,,,,0.04,,,,0.02,,,
0.03,,,,"[56, 251, 104, 136]",,,,0.0,,,,0.04,,,,0.07,,,,0.76,,,,0.04,,,,0.05,,,
0.04,,,,"[57, 251, 103, 135]",,,,0.0,,,,0.06,,,,0.1,,,,0.63,,,,0.04,,,,0.13,,,
0.04,,,,"[57, 250, 103, 137]",,,,0.0,,,,0.06,,,,0.15,,,,0.53,,,,0.03,,,,0.18,,,
0.03,,,,"[56, 250, 104, 138]",,,,0.0,,,,0.08,,,,0.13,,,,0.43,,,,0.03,,,,0.3,,,
0.05,,,,"[55, 252, 106, 138]",,,,0.0,,,,0.12,,,,0.13,,,,0.43,,,,0.03,,,,0.24,,,
0.05,,,,"[55, 252, 105, 138]",,,,0.0,,,,0.12,,,,0.12,,,,0.43,,,,0.04,,,,0.24,,,
